player_name,team,date_of_birth,age,marital_status,number_of_kids,nationality,country_of_birth,position,preferred_foot,height_cm,weight_kg,jersey_number,injury_status,agent,matches_played,minutes_played,goals,assists,tackles,interceptions,saves,clean_sheets,yellow_cards,red_cards,passing_accuracy,shot_accuracy,previous_club,years_at_club,contract_end_year,average_salary_zar,market_value_zar,signing_bonus_zar,release_clause_zar
Tumelo Molefe,AmaZulu FC,2006-05-05,19,Divorced,1,South African,South African,Midfielder,Left,167,82,99,Injured,PlayerFirst,164,14104,75,33,54,107,0,0,9,2,72.4,66.1,Baroka FC,5,2030,115934.8,11324096.07,959476.37,30258669.2
Kagiso Baloyi,Royal AM,1997-12-30,28,Married,3,Mozambican,Mozambican,Goalkeeper,Left,185,78,2,Recovering,SA Elite Agents,81,4860,10,3,10,49,200,41,6,0,89.0,41.0,None,5,2030,281675.14,14542796.76,67298.84,7039247.16
Siyanda Radebe,Golden Arrows,1988-11-04,37,Widowed,0,South African,South African,Goalkeeper,Both,170,68,1,Recovering,SA Elite Agents,294,24402,6,0,29,30,95,51,12,1,72.1,82.7,Free State Stars,1,2026,95394.36,13304308.64,1829929.36,1388461.79
Lindiwe Tshabalala,Orlando Pirates,1998-01-25,27,Married,3,Mozambican,Mozambican,Defender,Right,194,80,34,Healthy,ProSport,19,1596,8,6,48,104,0,0,6,3,72.9,73.9,Black Leopards,3,2028,143211.39,10490972.73,1635827.47,40456834.65
Mpho Radebe,Polokwane City,1991-10-24,34,Divorced,0,Zambian,Zambian,Midfielder,Both,182,92,89,Healthy,PlayerFirst,83,5146,92,34,8,109,0,0,2,3,76.7,82.0,Free State Stars,2,2027,274933.37,9294272.32,1078861.73,15507139.74
Khanyi Tshabalala,Richards Bay FC,1995-04-12,30,Widowed,0,South African,South African,Defender,Left,193,78,3,Recovering,ProSport,118,10502,3,15,88,88,0,0,6,0,83.0,82.2,Tuks FC,1,2026,318206.68,16175705.83,692200.55,38347094.61
Nomsa Hlongwane,Golden Arrows,1988-09-09,37,Married,1,South African,South African,Defender,Right,189,86,22,Recovering,None,59,4543,3,12,30,113,0,0,13,2,90.3,75.9,None,1,2026,80980.52,975559.35,1151564.14,43384516.82
Mandla Sithole,Polokwane City,1995-10-20,30,Married,0,Zambian,Zambian,Defender,Right,169,91,92,Healthy,PlayerFirst,124,9796,9,7,62,52,0,0,19,1,89.0,44.2,Bidvest Wits,1,2026,32157.71,13480497.56,823871.56,41481799.95
Mpho Hlongwane,SuperSport United,2001-01-12,24,Widowed,1,South African,South African,Goalkeeper,Right,170,74,42,Healthy,PlayerFirst,327,19620,6,1,27,44,28,49,20,2,75.0,84.4,Bidvest Wits,3,2028,33137.0,17834805.35,1924366.98,41861632.66
Vusi Nkosi,Stellenbosch FC,2007-07-13,18,Single,0,Ghanaian,Ghanaian,Midfielder,Left,174,74,60,Injured,SA Elite Agents,387,27864,4,60,4,13,0,0,17,2,75.7,47.0,Highlands Park,3,2028,29126.94,1842762.71,1868126.44,46925160.42
Nokuthula Dlamini,Polokwane City,1997-10-12,28,Widowed,1,South African,South African,Forward,Left,179,87,72,Recovering,None,330,21120,109,44,24,17,0,0,19,3,89.3,50.5,Tuks FC,3,2028,114152.47,2057455.84,93846.16,19991624.04
Thabo Mashaba,Golden Arrows,2006-04-06,19,Single,1,Malawian,Malawian,Defender,Left,179,83,7,Recovering,PlayerFirst,48,4176,7,9,77,77,0,0,18,2,84.0,52.5,Free State Stars,1,2026,248355.93,5390108.01,1927188.66,42404813.58
Lindiwe Tshabalala,Polokwane City,1994-08-08,31,Single,0,Mozambican,Mozambican,Forward,Left,171,88,25,Healthy,None,235,15040,12,31,16,20,0,0,12,2,83.6,59.2,Black Leopards,3,2028,315228.82,8346712.44,503029.05,49377504.57
Khanyi Ndlovu,Richards Bay FC,1990-02-26,35,Divorced,2,Nigerian,Nigerian,Midfielder,Left,191,89,65,Healthy,None,83,4565,9,75,81,41,0,0,14,2,85.1,79.9,Jomo Cosmos,3,2028,39623.89,22572445.89,1843104.73,17606792.16
Lerato Dlamini,Polokwane City,1990-02-14,35,Divorced,2,Zimbabwean,Zimbabwean,Forward,Both,179,86,68,Injured,SA Elite Agents,177,13806,13,51,4,8,0,0,3,3,95.0,44.3,Tuks FC,1,2026,47746.99,1976746.97,1073139.62,33670077.0
Thabo Sithole,Bloemfontein Celtic,1997-11-11,28,Divorced,0,Mozambican,Mozambican,Goalkeeper,Both,184,90,83,Injured,None,364,18564,2,13,5,27,12,46,10,3,83.2,51.2,Free State Stars,2,2027,192257.0,11841085.59,244053.64,24683983.69
Kagiso Khumalo,Mamelodi Sundowns,1994-04-24,31,Single,0,Mozambican,Mozambican,Goalkeeper,Left,169,90,70,Healthy,None,373,22753,6,9,11,40,74,74,8,2,85.1,70.1,Bidvest Wits,2,2027,58201.9,10250362.12,1549792.46,48311959.28
Mpho Zulu,TS Galaxy,2007-01-03,18,Divorced,2,Malawian,Malawian,Goalkeeper,Right,166,61,42,Injured,PlayerFirst,1,73,5,14,5,69,42,42,9,1,90.4,41.5,Black Leopards,2,2027,150943.65,1061705.4,1963106.2,3211734.55
Nomsa Ndlovu,Golden Arrows,1995-03-02,30,Divorced,2,South African,South African,Defender,Left,181,90,76,Recovering,PlayerFirst,288,25920,5,15,5,52,0,0,16,3,82.0,80.5,Baroka FC,5,2030,286696.03,14899244.21,1565093.65,38388129.78
Zanele Mokoena,Richards Bay FC,2004-03-15,21,Single,1,Zambian,Zambian,Defender,Left,178,78,27,Injured,PlayerFirst,369,29889,3,15,103,33,0,0,5,3,93.4,83.0,Black Leopards,4,2029,34353.54,4374226.88,1883536.76,7224744.11
Lebogang Mabaso,SuperSport United,2003-04-11,22,Married,1,Ghanaian,Ghanaian,Goalkeeper,Right,174,84,8,Recovering,SoccerLink Africa,266,15428,7,11,16,77,183,64,16,3,76.2,76.4,None,3,2028,136798.81,12044731.95,1632445.08,44302964.68
Nokuthula Mahlangu,Kaizer Chiefs,1998-09-03,27,Single,0,Ghanaian,Ghanaian,Goalkeeper,Both,188,73,55,Healthy,SoccerLink Africa,249,15687,7,3,0,45,15,1,10,1,92.0,46.7,Free State Stars,2,2027,47697.42,11822879.06,583572.91,39920910.2
Kabelo Phiri,Golden Arrows,2002-12-28,23,Single,0,Zambian,Zambian,Forward,Left,176,94,41,Injured,SA Elite Agents,185,12950,43,24,30,6,0,0,4,0,80.0,47.3,Baroka FC,5,2030,274501.65,18459786.89,814575.46,37779219.68
Sipho Tshabalala,Stellenbosch FC,2004-11-10,21,Widowed,1,Nigerian,Nigerian,Forward,Both,194,62,44,Healthy,SA Elite Agents,26,2288,110,1,22,11,0,0,4,2,78.1,73.0,Jomo Cosmos,4,2029,189828.84,4789489.44,950007.73,8029411.22
Kabelo Nkosi,Polokwane City,1989-01-04,36,Single,0,Zimbabwean,Zimbabwean,Defender,Left,175,65,3,Recovering,PlayerFirst,362,19186,5,11,26,7,0,0,12,1,88.4,76.9,Highlands Park,2,2027,87451.89,18715891.19,828122.43,12237304.4
Khanyi Radebe,Royal AM,1997-10-01,28,Widowed,1,Zimbabwean,Zimbabwean,Goalkeeper,Both,183,71,91,Injured,ProSport,17,1428,10,15,26,96,114,41,3,1,80.7,67.3,Highlands Park,2,2027,35408.22,24223129.37,750905.54,26650775.15
Kagiso Molefe,Sekhukhune United,2002-06-01,23,Divorced,1,Mozambican,Mozambican,Midfielder,Left,181,65,74,Injured,ProSport,275,22825,71,11,14,114,0,0,4,2,87.0,82.8,None,2,2027,82014.63,18261896.7,1323280.39,10831979.32
Mandla Mabena,Richards Bay FC,1993-09-17,32,Married,1,Mozambican,Mozambican,Goalkeeper,Both,190,75,57,Healthy,ProSport,386,21230,5,4,6,72,184,26,16,1,90.3,51.4,Jomo Cosmos,2,2027,231055.75,10483151.43,1921343.43,20070708.91
Nomsa Mashaba,Royal AM,1994-05-28,31,Single,1,Nigerian,Nigerian,Midfielder,Right,165,91,23,Injured,ProSport,58,3016,90,33,5,15,0,0,13,0,85.4,80.0,Black Leopards,5,2030,294930.69,16279515.17,248529.71,34273669.81
Thembi Mthembu,SuperSport United,1994-06-14,31,Single,0,Malawian,Malawian,Goalkeeper,Right,169,76,85,Recovering,SoccerLink Africa,325,24050,10,5,0,81,188,11,6,0,84.1,81.0,Highlands Park,2,2027,225031.37,6955522.52,391969.82,23228609.23
Lerato Tshabalala,Chippa United,1995-01-08,30,Widowed,0,Zambian,Zambian,Defender,Right,192,63,63,Injured,ProSport,186,12276,2,0,150,48,0,0,20,0,75.5,77.4,Bidvest Wits,1,2026,312962.52,24226785.17,1007659.83,17471517.99
Lindiwe Mabaso,Mamelodi Sundowns,1993-06-18,32,Single,0,Mozambican,Mozambican,Goalkeeper,Right,192,91,81,Injured,ProSport,350,24150,8,0,22,19,34,74,15,0,84.0,71.9,Bidvest Wits,4,2029,218054.87,10204385.12,1392787.85,31475518.74
Lebogang Mabena,Mamelodi Sundowns,1993-01-06,32,Divorced,0,Ghanaian,Ghanaian,Midfielder,Right,180,90,13,Recovering,SoccerLink Africa,377,24505,18,6,81,113,0,0,9,2,84.9,57.1,Tuks FC,2,2027,215318.95,24887821.58,1463264.18,14842277.34
Ayanda Sithole,AmaZulu FC,1996-03-28,29,Divorced,3,Nigerian,Nigerian,Forward,Right,179,60,89,Injured,PlayerFirst,35,2170,29,25,21,17,0,0,8,0,93.4,56.9,Free State Stars,1,2026,110286.96,20546426.8,1750386.29,25517028.12
Karabo Phiri,Chippa United,2002-03-08,23,Married,0,Nigerian,Nigerian,Forward,Right,185,89,82,Healthy,SoccerLink Africa,259,14245,114,29,27,0,0,0,4,0,92.7,63.7,Bidvest Wits,4,2029,222610.71,14149027.12,1669698.76,40543057.68
Nomsa Zulu,Sekhukhune United,2006-01-31,19,Widowed,0,South African,South African,Forward,Right,185,83,52,Recovering,None,343,30527,81,3,3,16,0,0,1,0,91.9,49.9,Black Leopards,2,2027,229279.67,2800415.46,165107.02,7885937.44
Karabo Zulu,Chippa United,2004-09-30,21,Married,3,South African,South African,Forward,Both,180,67,6,Injured,PlayerFirst,220,15180,23,22,22,2,0,0,12,3,77.2,44.1,Baroka FC,3,2028,179936.19,12340948.33,420567.59,28741000.89
Khanyi Ndlovu,Richards Bay FC,1991-05-24,34,Married,0,Nigerian,Nigerian,Goalkeeper,Left,170,93,6,Recovering,PlayerFirst,232,17864,0,1,23,84,140,42,4,1,88.7,47.9,Jomo Cosmos,5,2030,22163.08,10973833.36,1191516.32,18014521.83
Khanyi Nkosi,Chippa United,1988-07-15,37,Single,1,Ghanaian,Ghanaian,Forward,Both,178,83,87,Injured,SoccerLink Africa,316,27808,75,6,24,12,0,0,6,1,94.7,80.1,Bidvest Wits,5,2030,207065.76,13616085.99,1310991.41,2100612.48
Karabo Nkosi,Cape Town City,1990-07-09,35,Divorced,2,Zimbabwean,Zimbabwean,Forward,Right,172,89,63,Healthy,ProSport,216,15336,72,44,23,5,0,0,1,3,87.4,76.9,Black Leopards,1,2026,299480.7,5014432.88,601574.3,49901495.94
Thabo Phiri,Moroka Swallows,2003-06-11,22,Single,1,Zimbabwean,Zimbabwean,Forward,Both,182,90,41,Recovering,None,259,17612,105,51,13,10,0,0,8,0,70.4,84.7,Free State Stars,2,2027,148867.57,23930528.87,265990.23,22796053.43
Gugu Tshabalala,AmaZulu FC,1995-07-02,30,Divorced,1,Zambian,Zambian,Midfielder,Right,175,81,48,Healthy,None,108,6588,91,2,44,99,0,0,4,3,88.3,73.9,Jomo Cosmos,2,2027,83971.15,15036925.31,1321169.17,17557420.98
Kagiso Mashaba,Stellenbosch FC,2003-03-22,22,Divorced,2,Zimbabwean,Zimbabwean,Goalkeeper,Right,166,60,84,Recovering,None,329,23688,2,13,21,0,112,36,7,2,80.9,72.6,None,5,2030,230229.86,13568063.43,838346.97,18438909.97
Khanyi Ndlovu,Golden Arrows,2004-03-27,21,Single,0,Nigerian,Nigerian,Forward,Left,181,74,77,Recovering,SA Elite Agents,392,27440,3,41,0,20,0,0,4,2,77.9,66.7,Bidvest Wits,4,2029,168984.05,21293647.38,1629196.95,36064365.17
Ayanda Mabaso,Bloemfontein Celtic,1989-07-03,36,Widowed,0,South African,South African,Goalkeeper,Left,189,90,37,Healthy,SoccerLink Africa,279,20646,6,0,6,78,115,60,12,3,92.5,45.2,Baroka FC,5,2030,56747.21,24979190.35,1404814.47,14067474.71
Karabo Mthembu,AmaZulu FC,1999-03-08,26,Divorced,3,South African,South African,Defender,Right,187,81,70,Injured,ProSport,280,19600,0,1,72,27,0,0,12,2,79.7,78.9,Baroka FC,1,2026,35663.78,14615884.32,682614.47,37740557.99
Ayanda Molefe,Sekhukhune United,1999-07-23,26,Single,1,Zambian,Zambian,Forward,Left,182,74,41,Injured,None,213,16827,77,35,27,1,0,0,5,1,92.9,73.6,Jomo Cosmos,3,2028,191175.09,3038845.0,447700.09,10263763.77
Thembi Phiri,Royal AM,2005-06-03,20,Widowed,1,Mozambican,Mozambican,Midfielder,Both,184,62,31,Healthy,SoccerLink Africa,384,29184,102,71,40,52,0,0,8,2,77.1,78.6,Baroka FC,2,2027,134196.87,22061524.15,900223.37,40373485.46
Khanyi Mthembu,Sekhukhune United,1999-04-23,26,Married,4,Mozambican,Mozambican,Goalkeeper,Left,170,68,22,Healthy,PlayerFirst,196,16464,7,4,19,29,57,30,9,3,87.0,72.2,Free State Stars,2,2027,77349.61,9845842.09,1690413.99,32960879.26
Nomsa Mthembu,Moroka Swallows,2006-11-02,19,Single,0,Mozambican,Mozambican,Defender,Left,178,82,23,Healthy,SoccerLink Africa,47,3102,5,9,58,40,0,0,19,3,84.7,84.0,Jomo Cosmos,1,2026,277428.3,5725466.67,1461889.96,25118729.18
Gugu Ngobeni,Mamelodi Sundowns,1989-12-05,36,Divorced,1,Ghanaian,Ghanaian,Forward,Left,180,77,72,Injured,PlayerFirst,282,20868,7,78,5,5,0,0,18,2,70.6,61.9,Tuks FC,5,2030,266521.1,10847472.23,1963160.08,45727741.49
Siyanda Mabena,Sekhukhune United,1992-12-15,33,Widowed,0,Mozambican,Mozambican,Midfielder,Right,169,76,31,Recovering,SoccerLink Africa,357,27132,118,75,2,33,0,0,3,3,88.3,62.1,Jomo Cosmos,3,2028,111895.55,22141826.27,854814.46,26915454.74
Lindiwe Zulu,Orlando Pirates,1991-01-04,34,Single,0,Nigerian,Nigerian,Midfielder,Left,186,72,66,Healthy,PlayerFirst,230,16100,58,48,120,45,0,0,15,0,70.8,43.9,Highlands Park,1,2026,108631.95,23519504.23,665229.51,27677496.28
Khanyi Nkosi,Sekhukhune United,2007-06-13,18,Single,0,Mozambican,Mozambican,Midfielder,Both,176,69,49,Healthy,SoccerLink Africa,270,16740,92,44,13,53,0,0,6,0,93.0,58.6,Baroka FC,2,2027,219836.94,19109910.68,387681.64,35859896.96
Khanyi Ndlovu,Moroka Swallows,2006-02-03,19,Widowed,0,Malawian,Malawian,Forward,Both,182,85,11,Recovering,ProSport,192,16704,58,66,15,5,0,0,16,1,94.3,77.0,Jomo Cosmos,3,2028,315315.28,6077747.85,362008.05,8333817.03
Khanyi Baloyi,Bloemfontein Celtic,1998-08-08,27,Widowed,1,Zambian,Zambian,Forward,Right,174,95,47,Healthy,SoccerLink Africa,231,17094,112,51,13,7,0,0,9,2,80.6,78.8,Baroka FC,5,2030,72088.82,12602518.7,1365238.27,17069776.52
Siyanda Mokoena,Orlando Pirates,2003-02-17,22,Single,0,Zimbabwean,Zimbabwean,Defender,Right,178,60,4,Injured,SA Elite Agents,311,24880,8,3,146,0,0,0,9,2,93.4,46.6,Tuks FC,5,2030,277056.81,6974208.95,1973479.4,12895654.53
Vusi Phiri,Golden Arrows,2000-07-14,25,Widowed,0,Ghanaian,Ghanaian,Defender,Both,186,70,19,Recovering,None,314,23864,3,15,21,50,0,0,12,3,78.3,65.2,Black Leopards,1,2026,198295.5,20268890.15,858208.51,32746728.39
Sibusiso Tshabalala,Bloemfontein Celtic,1997-03-07,28,Single,1,South African,South African,Midfielder,Left,174,78,75,Healthy,ProSport,146,10950,91,27,136,66,0,0,15,0,70.8,73.7,Tuks FC,4,2029,330473.49,13957933.74,1587531.71,3118597.68
Nokuthula Ngobeni,Richards Bay FC,2000-01-11,25,Divorced,3,South African,South African,Forward,Right,168,93,93,Recovering,SoccerLink Africa,216,15120,86,4,11,9,0,0,3,1,91.9,80.8,Baroka FC,3,2028,235041.4,16696431.91,714543.65,23381613.78
Vusi Radebe,Stellenbosch FC,2000-03-22,25,Divorced,3,Zimbabwean,Zimbabwean,Midfielder,Left,166,93,6,Recovering,SoccerLink Africa,142,10224,112,76,93,34,0,0,20,2,93.7,74.4,Black Leopards,4,2029,91919.71,14407460.17,1394998.31,20138182.68
Ayanda Khumalo,Moroka Swallows,1998-02-05,27,Married,4,Nigerian,Nigerian,Goalkeeper,Left,165,68,54,Recovering,PlayerFirst,227,17479,4,10,17,91,35,18,17,1,93.0,70.9,Black Leopards,2,2027,272451.65,23853880.24,1517232.07,6724308.67
Tumelo Dlamini,Chippa United,1998-12-12,27,Widowed,1,Malawian,Malawian,Defender,Left,187,73,86,Recovering,SA Elite Agents,260,20020,5,4,91,92,0,0,20,3,89.0,42.3,Black Leopards,4,2029,343481.45,3887075.67,503484.94,42975989.16
Vusi Dlamini,Royal AM,2006-08-13,19,Single,1,Ghanaian,Ghanaian,Goalkeeper,Left,193,74,48,Healthy,PlayerFirst,318,23214,6,6,8,79,126,54,20,1,86.6,54.8,None,3,2028,302337.68,3301303.87,1910352.22,43093384.54
Kabelo Mahlangu,TS Galaxy,2005-05-29,20,Married,0,South African,South African,Goalkeeper,Both,176,71,22,Recovering,PlayerFirst,45,2340,6,13,27,63,139,34,2,1,91.7,79.1,Bidvest Wits,2,2027,125811.77,9606957.95,1419648.43,45371306.6
Thembi Mthembu,Bloemfontein Celtic,1994-07-06,31,Married,1,Zambian,Zambian,Goalkeeper,Right,176,63,26,Injured,None,229,15572,6,0,1,48,120,71,13,3,84.1,76.4,Baroka FC,2,2027,101561.07,21439502.29,1032131.6,28285495.1
Ayanda Sithole,Bloemfontein Celtic,2004-11-16,21,Divorced,1,South African,South African,Midfielder,Left,167,76,75,Recovering,ProSport,255,19125,110,68,43,104,0,0,10,0,75.8,70.4,Highlands Park,3,2028,349503.66,8544408.51,323975.36,44194902.86
Lindiwe Radebe,Chippa United,2002-03-31,23,Single,0,Zambian,Zambian,Defender,Left,180,64,15,Healthy,PlayerFirst,8,448,3,5,48,28,0,0,20,3,75.3,54.9,Free State Stars,2,2027,106878.39,7703488.59,468504.24,11778802.93
Zanele Ndlovu,Moroka Swallows,1998-05-03,27,Married,1,Nigerian,Nigerian,Forward,Left,191,90,98,Recovering,PlayerFirst,230,16100,64,33,29,13,0,0,5,0,71.2,68.8,Baroka FC,4,2029,109991.2,11884344.93,724063.05,4933118.14
Tumelo Dlamini,Chippa United,1995-04-19,30,Married,2,South African,South African,Goalkeeper,Left,188,83,45,Healthy,SoccerLink Africa,119,10710,8,7,22,56,22,38,11,2,71.9,56.8,Jomo Cosmos,1,2026,262783.92,7948969.77,727464.33,31176575.52
Boitumelo Mabaso,AmaZulu FC,1989-06-01,36,Divorced,2,Zimbabwean,Zimbabwean,Midfielder,Left,184,92,17,Healthy,SoccerLink Africa,80,4480,8,14,67,111,0,0,19,3,72.0,82.3,Bidvest Wits,3,2028,237858.6,707853.81,1471290.12,39027290.09
Mandla Mahlangu,Sekhukhune United,1997-06-06,28,Divorced,2,Malawian,Malawian,Forward,Both,195,88,76,Healthy,ProSport,320,24320,13,52,14,9,0,0,3,0,80.9,81.5,Jomo Cosmos,5,2030,215650.85,12072764.18,586455.29,34522642.05
Siyanda Mabaso,TS Galaxy,1999-10-02,26,Married,2,Malawian,Malawian,Goalkeeper,Right,189,89,32,Healthy,SA Elite Agents,164,14104,4,5,20,118,143,11,0,2,78.5,44.9,None,1,2026,312723.84,6926328.08,985962.76,48362989.32
Thabo Mthembu,Moroka Swallows,1999-07-27,26,Single,1,Zambian,Zambian,Forward,Left,191,85,64,Recovering,PlayerFirst,5,300,88,2,14,9,0,0,5,3,90.5,73.8,None,4,2029,328663.09,7507218.0,1110537.76,36211915.73
Kabelo Mabena,AmaZulu FC,1997-01-09,28,Widowed,1,Zimbabwean,Zimbabwean,Forward,Left,175,90,39,Healthy,SoccerLink Africa,305,17080,12,40,5,5,0,0,3,1,80.4,79.8,Highlands Park,5,2030,45741.87,4403084.59,1377465.52,42034255.42
Mpho Tshabalala,Kaizer Chiefs,2005-03-23,20,Married,2,Zimbabwean,Zimbabwean,Goalkeeper,Both,170,91,19,Recovering,PlayerFirst,355,30175,9,13,20,84,65,64,18,2,80.1,42.0,Jomo Cosmos,4,2029,285571.57,1913779.02,1219202.0,35105526.81
Gugu Nkosi,Kaizer Chiefs,2007-05-29,18,Widowed,0,Nigerian,Nigerian,Defender,Right,183,94,17,Injured,ProSport,400,22800,2,0,143,114,0,0,15,3,80.3,69.9,Tuks FC,5,2030,308998.85,19827707.58,181568.01,48102225.49
Sibusiso Mabaso,TS Galaxy,1990-06-22,35,Divorced,2,Zimbabwean,Zimbabwean,Midfielder,Both,189,60,74,Recovering,SoccerLink Africa,78,4368,104,33,84,18,0,0,11,1,90.3,60.7,None,2,2027,138571.24,1662498.02,1379103.29,27902592.51
Mpho Mashaba,Moroka Swallows,1992-03-28,33,Single,0,Zambian,Zambian,Goalkeeper,Both,186,74,63,Injured,None,364,22568,9,4,15,76,163,3,19,1,70.6,72.5,None,5,2030,136493.07,11462345.48,1807558.86,38499373.21
Mpho Mahlangu,SuperSport United,1997-03-28,28,Widowed,0,Ghanaian,Ghanaian,Midfielder,Right,184,62,43,Recovering,ProSport,268,24120,97,4,29,84,0,0,15,3,90.8,80.8,Tuks FC,3,2028,220626.9,5013225.75,962682.55,46150379.11
Sipho Mabena,AmaZulu FC,1988-11-12,37,Married,2,Zimbabwean,Zimbabwean,Defender,Both,195,85,22,Recovering,SoccerLink Africa,36,3240,0,10,147,83,0,0,14,1,70.5,81.5,Tuks FC,3,2028,23145.01,6865529.21,1344703.45,10075155.21
Lindiwe Mabena,Mamelodi Sundowns,2006-11-17,19,Single,0,South African,South African,Forward,Both,180,92,59,Healthy,PlayerFirst,397,28981,53,33,29,19,0,0,2,2,92.2,44.2,Baroka FC,1,2026,347307.26,22459158.58,1350218.14,9642341.52
Lindiwe Molefe,Chippa United,2007-07-10,18,Single,0,Nigerian,Nigerian,Defender,Both,179,90,29,Recovering,SoccerLink Africa,246,12300,1,6,88,31,0,0,9,0,90.1,63.2,Bidvest Wits,5,2030,285498.0,9277927.61,54934.15,37666939.17
Zanele Tshabalala,Kaizer Chiefs,1993-04-15,32,Divorced,1,Mozambican,Mozambican,Defender,Both,173,63,55,Recovering,SoccerLink Africa,73,4818,3,0,135,89,0,0,16,2,74.5,82.4,Black Leopards,2,2027,23825.85,14649104.86,1970210.89,19260718.26
Lebogang Mahlangu,Stellenbosch FC,1992-09-10,33,Married,0,Nigerian,Nigerian,Goalkeeper,Right,167,71,87,Healthy,PlayerFirst,95,4940,7,6,3,104,29,30,12,0,78.0,57.4,Bidvest Wits,4,2029,79058.67,17883526.88,1584450.7,31512741.39
Gugu Radebe,Golden Arrows,1989-04-15,36,Single,1,Nigerian,Nigerian,Goalkeeper,Both,186,80,79,Recovering,SA Elite Agents,295,26255,6,12,18,78,17,69,15,2,83.2,63.5,Free State Stars,4,2029,48907.49,2935691.0,357370.99,15278038.8
Siyanda Ndlovu,Stellenbosch FC,1996-02-17,29,Divorced,0,Nigerian,Nigerian,Goalkeeper,Both,179,82,87,Healthy,SoccerLink Africa,121,6171,4,8,1,28,136,14,8,3,82.2,55.1,None,3,2028,283693.89,14202940.11,251768.63,45598854.4
Mpho Zulu,Stellenbosch FC,2005-01-06,20,Single,1,Mozambican,Mozambican,Midfielder,Right,192,93,80,Healthy,ProSport,101,6060,67,24,70,112,0,0,11,0,90.0,81.3,Highlands Park,2,2027,69644.53,8503518.11,1708862.59,9688185.07
Lebogang Molefe,SuperSport United,1993-08-27,32,Single,0,Nigerian,Nigerian,Defender,Right,168,65,88,Healthy,ProSport,229,20610,1,4,84,59,0,0,18,2,71.1,51.9,Free State Stars,5,2030,126192.65,10722935.01,1413190.53,48397984.08
Gugu Mokoena,Sekhukhune United,2003-12-12,22,Widowed,0,Zimbabwean,Zimbabwean,Forward,Both,191,90,48,Recovering,SoccerLink Africa,136,12104,44,66,3,14,0,0,7,1,85.5,76.8,Jomo Cosmos,5,2030,76467.47,22607502.22,663592.13,38206127.4
Lerato Mabena,TS Galaxy,1997-02-24,28,Widowed,0,Mozambican,Mozambican,Defender,Right,190,80,47,Healthy,SoccerLink Africa,163,11736,4,15,60,6,0,0,15,1,82.0,70.1,Free State Stars,2,2027,137743.57,21052091.26,727921.6,36501643.4
Kagiso Dlamini,Golden Arrows,1993-12-20,32,Widowed,0,Malawian,Malawian,Forward,Both,169,81,83,Injured,PlayerFirst,201,12060,111,48,11,9,0,0,17,1,81.6,51.7,Tuks FC,3,2028,127454.5,9383118.97,1241278.2,16082799.98
Nomsa Tshabalala,SuperSport United,1992-09-18,33,Married,3,South African,South African,Midfielder,Left,182,93,83,Injured,SA Elite Agents,165,11880,86,51,146,103,0,0,12,3,88.4,67.7,Jomo Cosmos,4,2029,201245.44,20811626.87,1573292.42,48048730.32
Gugu Mokoena,Mamelodi Sundowns,2001-01-17,24,Divorced,3,Mozambican,Mozambican,Defender,Both,165,84,35,Injured,None,117,7722,2,12,33,4,0,0,12,0,70.8,75.8,Bidvest Wits,3,2028,338735.18,9868061.36,512798.92,40513043.57
Thembi Ngobeni,Moroka Swallows,1992-10-08,33,Single,1,South African,South African,Midfielder,Both,171,76,78,Recovering,PlayerFirst,66,5610,0,2,76,66,0,0,11,1,74.6,61.4,Bidvest Wits,3,2028,149560.03,19961798.01,1205596.96,11377902.67
Sibusiso Baloyi,Kaizer Chiefs,1994-01-16,31,Divorced,3,Ghanaian,Ghanaian,Forward,Left,180,69,45,Injured,SA Elite Agents,251,16315,75,13,22,15,0,0,2,1,91.3,82.4,Free State Stars,2,2027,214240.53,20273958.62,1345106.93,1200041.49
Sipho Dlamini,TS Galaxy,1991-01-01,34,Widowed,0,Ghanaian,Ghanaian,Forward,Both,167,90,77,Recovering,SoccerLink Africa,22,1298,43,8,4,4,0,0,3,3,72.0,57.6,Baroka FC,2,2027,160866.58,7260443.77,971051.24,32360615.59
